CardId,CustomerId,Cardlimit,Debt,Cardtype
1530,1530,4002223,3863800,mastercard
1531,1531,1005213,1029308,mastercard
1532,1532,4234246,7108502,mastercard
1533,1533,9360181,959368,mastercard
1534,1534,2192101,7549291,mastercard
1535,1535,8683945,2484642,mastercard
1536,1536,3643004,351672,mastercard
1537,1537,3175537,6218648,mastercard
1538,1538,1212849,171400,mastercard
1539,1539,6370983,7635702,mastercard
1540,1540,9577013,9209095,mastercard
1541,1541,4091496,4970261,mastercard
1542,1542,9346852,6882312,mastercard
1543,1543,2311960,8514526,mastercard
1544,1544,7463813,5156139,mastercard
1545,1545,5777745,6409655,mastercard
1546,1546,1837652,3654156,mastercard
1547,1547,5256201,3707626,mastercard
1548,1548,421237,3011141,mastercard
1549,1549,7379256,9457050,mastercard
1550,1550,2784881,3904519,mastercard
1551,1551,5792471,5887821,mastercard
1552,1552,9160632,8882051,mastercard
1553,1553,309557,5263815,mastercard
1554,1554,2581911,8868871,mastercard
1555,1555,9743788,5622472,mastercard
1556,1556,4369067,2966013,mastercard
1557,1557,1021147,1555654,mastercard
1558,1558,3322321,4523761,mastercard
1559,1559,3324306,2269451,mastercard
1560,1560,670061,1209648,mastercard
1561,1561,5899919,8862882,mastercard
1562,1562,8141943,8900931,mastercard
1563,1563,7726146,8507003,mastercard
1564,1564,2226433,7616701,mastercard
1565,1565,9471522,5099143,mastercard
1566,1566,9122019,3368864,mastercard
1567,1567,2245051,4519120,mastercard
1568,1568,7203071,8359507,mastercard
1569,1569,7965278,7085663,mastercard
1570,1570,2213654,4402969,mastercard
1571,1571,3935628,6677897,mastercard
1572,1572,1566451,8269021,mastercard
1573,1573,1372058,350723,mastercard
1574,1574,1026748,1599705,mastercard
1575,1575,7991483,6494449,mastercard
1576,1576,3152800,7328845,mastercard
1577,1577,7093159,6672190,mastercard
1578,1578,9536136,5965980,mastercard
1579,1579,9915063,3725804,mastercard
1580,1580,7505764,2183715,mastercard
1581,1581,7306331,3418762,mastercard
1582,1582,5763243,2977385,mastercard
1583,1583,5206520,8358387,mastercard
1584,1584,1956521,4053367,mastercard
1585,1585,8377466,5786076,mastercard
1586,1586,6978037,1097460,mastercard
1587,1587,5021836,4523572,mastercard
1588,1588,1199196,6649198,mastercard
1589,1589,7832072,5951580,mastercard
1590,1590,6612482,8611870,mastercard
1591,1591,2831342,5553303,mastercard
1592,1592,3467902,3144523,mastercard
1593,1593,7143097,4468282,mastercard
1594,1594,7527500,4541466,mastercard
1595,1595,9587694,9706073,mastercard
1596,1596,5656907,5208200,mastercard
1597,1597,9530042,9052397,mastercard
1598,1598,9153418,6572833,mastercard
1599,1599,1205533,6864598,mastercard
1600,1600,5259480,6262691,mastercard
1601,1601,9437425,7558573,mastercard
1602,1602,8469331,2622056,mastercard
1603,1603,4124720,6764392,mastercard
1604,1604,7453840,9762791,mastercard
1605,1605,9671960,8423265,mastercard
1606,1606,464420,2879683,mastercard
1607,1607,7042831,5144337,mastercard
1608,1608,9339616,3907229,mastercard
1609,1609,8605226,3353071,mastercard
1610,1610,5162579,5733358,mastercard
1611,1611,177642,2179648,mastercard
1612,1612,6990169,8269420,mastercard
1613,1613,1158872,5255208,mastercard
1614,1614,7590081,5521965,mastercard
1615,1615,1422504,741306,mastercard
1616,1616,4725271,9236336,mastercard
1617,1617,8344204,8575969,mastercard
1618,1618,4490806,1873080,mastercard
1619,1619,383262,9950684,mastercard
1620,1620,6006849,5833826,mastercard
1621,1621,1153134,7887468,mastercard
1622,1622,8126777,6586374,mastercard
1623,1623,5459672,1761592,mastercard
1624,1624,2173159,2572318,mastercard
1625,1625,451385,1257209,mastercard
1626,1626,5427393,8826615,mastercard
1627,1627,1231072,5002596,mastercard
1628,1628,1668966,8163106,mastercard
1629,1629,9696010,3942525,mastercard
1630,1630,8995542,3210164,mastercard
1631,1631,2247431,3036996,mastercard
1632,1632,4865104,9594036,mastercard
1633,1633,6323972,548766,mastercard
1634,1634,1510845,2162214,mastercard
1635,1635,9393949,2450330,mastercard
1636,1636,484840,3790633,mastercard
1637,1637,5399780,4364738,mastercard
1638,1638,1483205,6892320,mastercard
1639,1639,5210123,2982471,mastercard
1640,1640,6963355,8100504,mastercard
1641,1641,4172505,5292796,mastercard
1642,1642,9529780,3855068,mastercard
1643,1643,2335301,1943373,mastercard
1644,1644,3549992,7589624,mastercard
1645,1645,4915608,2981948,mastercard
1646,1646,1754054,4818463,mastercard
1647,1647,1867302,7547625,mastercard
1648,1648,9166069,8632647,mastercard
1649,1649,7310049,9941557,mastercard
1650,1650,5546994,6444368,mastercard
1651,1651,8708431,556029,mastercard
1652,1652,232727,3029435,mastercard
1653,1653,4108918,1046822,mastercard
1654,1654,318774,576785,mastercard
1655,1655,5589122,510625,mastercard
1656,1656,6133265,2413178,mastercard
1657,1657,7367401,294142,mastercard
1658,1658,902959,9381906,mastercard
1659,1659,1522595,2961577,mastercard
1660,1660,6699932,5411928,mastercard
1661,1661,3056502,7822402,mastercard
1662,1662,7737742,4226189,mastercard
1663,1663,6805268,6557950,mastercard
1664,1664,724125,5813924,mastercard
1665,1665,1298310,1176564,mastercard
1666,1666,6634980,6231209,mastercard
1667,1667,832253,2365977,mastercard
1668,1668,5254932,9070562,mastercard
1669,1669,2970455,730328,mastercard
1670,1670,5100891,4691202,mastercard
1671,1671,8865190,611634,mastercard
1672,1672,1565897,4104703,mastercard
1673,1673,6853277,485000,mastercard
1674,1674,8137701,6380442,mastercard
1675,1675,7885735,1702415,mastercard
1676,1676,6786804,2463578,mastercard
1677,1677,6411059,1945502,mastercard
1678,1678,2907854,5409876,mastercard
1679,1679,9257456,3001413,mastercard
1680,1680,6155567,7006934,mastercard
1681,1681,3611907,1657348,mastercard
1682,1682,6183366,9114281,mastercard
1683,1683,4813538,4210209,mastercard
1684,1684,4570715,3743208,mastercard
1685,1685,5757624,2733061,mastercard
1686,1686,9935511,743048,mastercard
1687,1687,8634380,7148918,mastercard
1688,1688,3491265,712447,mastercard
1689,1689,3671140,8033542,mastercard
1690,1690,2205695,1393609,mastercard
1691,1691,774156,9799153,mastercard
1692,1692,429838,3233069,mastercard
1693,1693,7652591,4794822,mastercard
1694,1694,4721838,870655,mastercard
1695,1695,216946,6290471,mastercard
1696,1696,1891453,7320766,mastercard
1697,1697,7533769,4045475,mastercard
1698,1698,541584,7933586,mastercard
1699,1699,9672590,4801688,mastercard
1700,1700,3717689,8319036,mastercard
1701,1701,8534631,8926092,mastercard
1702,1702,6882102,563720,mastercard
1703,1703,5675471,4810904,mastercard
1704,1704,8271437,1692247,mastercard
1705,1705,7236582,2377968,mastercard
1706,1706,838920,5518450,mastercard
1707,1707,9726754,5110213,mastercard
1708,1708,451332,9677285,mastercard
1709,1709,5057098,6000937,mastercard
1710,1710,5264424,8625278,mastercard
1711,1711,8187528,6976616,mastercard
1712,1712,1810731,1586166,mastercard
1713,1713,7624310,321495,mastercard
1714,1714,3217879,8799949,mastercard
1715,1715,9890557,6717376,mastercard
1716,1716,7292370,3719723,mastercard
1717,1717,3897179,6247926,mastercard
1718,1718,5762634,5818982,mastercard
1719,1719,1059413,3456641,mastercard
1720,1720,8319504,2027157,mastercard
1721,1721,9213510,739331,mastercard
1722,1722,8987583,3465251,mastercard
1723,1723,3066404,5424566,mastercard
1724,1724,8920246,7044206,mastercard
1725,1725,3000230,6208255,mastercard
1726,1726,675215,236329,mastercard
1727,1727,2224430,1517844,mastercard
1728,1728,2811435,8346145,mastercard
1729,1729,2930574,7797167,mastercard
1730,1730,4913282,9457103,mastercard
1731,1731,5227636,1027598,mastercard
1732,1732,4474879,576790,mastercard
1733,1733,5836447,222990,mastercard
1734,1734,9430650,7198335,mastercard
1735,1735,1119315,7014113,mastercard
1736,1736,6999264,3758091,mastercard
1737,1737,4931019,1466428,mastercard
1738,1738,3902052,4025319,mastercard
1739,1739,4950853,9128993,mastercard
1740,1740,3347217,4792131,mastercard
1741,1741,4820634,9547294,mastercard
1742,1742,8340144,8840600,mastercard
1743,1743,3900883,5445827,mastercard
1744,1744,5643423,7873996,mastercard
1745,1745,6338695,2172404,mastercard
1746,1746,6330929,8875575,mastercard
1747,1747,8877749,6155454,mastercard
1748,1748,3942710,5346962,mastercard
1749,1749,7271398,6967468,mastercard
1750,1750,409889,6345650,mastercard
1751,1751,1176344,1376538,mastercard
1752,1752,1687404,8731808,mastercard
1753,1753,4105301,9453016,mastercard
1754,1754,7947961,1889506,mastercard
1755,1755,8581819,3931374,mastercard
1756,1756,7915549,1737310,mastercard
1757,1757,5594510,1118477,mastercard
1758,1758,4430086,1441301,mastercard
1759,1759,9746416,5677699,mastercard
1760,1760,2876209,2051501,mastercard
1761,1761,6128332,3386852,mastercard
1762,1762,6160089,5268886,mastercard
1763,1763,8357835,5288332,mastercard
1764,1764,9594219,384932,mastercard
1765,1765,4038632,3955682,mastercard
1766,1766,139319,1513750,mastercard
1767,1767,6940814,8215443,mastercard
1768,1768,9476795,7643438,mastercard
1769,1769,9577783,7125869,mastercard
1770,1770,8169121,9643251,mastercard
1771,1771,6855739,8762010,mastercard
1772,1772,3686572,9640436,mastercard
1773,1773,7323808,8147640,mastercard
1774,1774,4014774,2726280,mastercard
1775,1775,4245923,7077083,mastercard
1776,1776,3878816,7794386,mastercard
1777,1777,4040846,4226080,mastercard
1778,1778,9174811,9201427,mastercard
1779,1779,2038991,2589772,mastercard
1780,1780,9341218,4295840,mastercard
1781,1781,1903197,8795931,mastercard
1782,1782,4682777,6141377,mastercard
1783,1783,4723664,5480708,mastercard
1784,1784,1911746,3105486,mastercard
1785,1785,6752080,9007703,mastercard
1786,1786,2175734,5078224,mastercard
1787,1787,2991662,1482192,mastercard
1788,1788,6399614,7435500,mastercard
1789,1789,4235788,5452449,mastercard
1790,1790,7485241,516926,mastercard
1791,1791,2884340,5741932,mastercard
1792,1792,2138299,9101903,mastercard
1793,1793,6958862,1870491,mastercard
1794,1794,9261488,9633210,mastercard
1795,1795,6312665,847390,mastercard
1796,1796,8802897,8783732,mastercard
1797,1797,3890848,3937543,mastercard
1798,1798,9325778,2452263,mastercard
1799,1799,4897088,4517555,mastercard
1800,1800,7626148,1117280,mastercard
1801,1801,4314907,4043170,mastercard
1802,1802,3363297,7048593,mastercard
1803,1803,9622115,4763080,mastercard
1804,1804,2737348,5416767,mastercard
1805,1805,8634664,8836204,mastercard
1806,1806,438106,225447,mastercard
1807,1807,5903978,8487352,mastercard
1808,1808,8509267,5442442,mastercard
1809,1809,4901393,3963068,mastercard
1810,1810,438317,9242589,mastercard
1811,1811,3988464,7340009,mastercard
1812,1812,6655973,4355011,mastercard
1813,1813,7635397,5032355,mastercard
1814,1814,8962465,4259123,mastercard
1815,1815,3685229,9231745,mastercard
1816,1816,2402117,7201263,mastercard
1817,1817,6595763,1666880,mastercard
1818,1818,4304572,4867613,mastercard
1819,1819,7871168,3660454,mastercard
1820,1820,3119806,4117533,mastercard
1821,1821,4369118,5542019,mastercard
1822,1822,7342871,2256309,mastercard
1823,1823,2802236,1944290,mastercard
1824,1824,6316818,6463943,mastercard
1825,1825,9828423,985369,mastercard
1826,1826,6774728,3489260,mastercard
1827,1827,5857770,1981573,mastercard
1828,1828,9372206,8617886,mastercard
1829,1829,598080,6402901,mastercard
1830,1830,7139944,5803737,mastercard
1831,1831,264450,5322764,mastercard
1832,1832,3521863,7390329,mastercard
1833,1833,5437023,6535099,mastercard
1834,1834,3050895,9461481,mastercard
1835,1835,5612074,5169858,mastercard
1836,1836,6229017,4629976,mastercard
1837,1837,2497929,199239,mastercard
1838,1838,1721339,5410737,mastercard
1839,1839,5917246,5775203,mastercard
1840,1840,8520213,8638310,mastercard
1841,1841,6239978,6856800,mastercard
1842,1842,7002774,1578026,mastercard
1843,1843,9137751,5688804,mastercard
1844,1844,8704747,5445744,mastercard
1845,1845,6501103,5383667,mastercard
1846,1846,2567276,7405970,mastercard
1847,1847,1993496,3127853,mastercard
1848,1848,9352918,7799204,mastercard
1849,1849,1829358,318315,mastercard
1850,1850,9016356,544914,mastercard
1851,1851,7246065,6660479,mastercard
1852,1852,9602264,6148994,mastercard
1853,1853,7575110,9222667,mastercard
1854,1854,965523,4128922,mastercard
1855,1855,7210844,9454218,mastercard
1856,1856,3888390,6015194,mastercard
1857,1857,1993674,8044074,mastercard
1858,1858,9836883,261319,mastercard
1859,1859,216448,6185381,mastercard
1860,1860,8641671,4674469,mastercard
1861,1861,898469,7075544,mastercard
1862,1862,4616151,9522580,mastercard
1863,1863,3274762,5453680,mastercard
1864,1864,7990548,5160198,mastercard
1865,1865,5987906,6314769,mastercard
1866,1866,439678,6542689,mastercard
1867,1867,4133920,1134198,mastercard
1868,1868,8893464,8710473,mastercard
1869,1869,2867234,4299573,mastercard
1870,1870,6884819,8402534,mastercard
1871,1871,3638323,8046313,mastercard
1872,1872,5991681,4904512,mastercard
1873,1873,1601566,1706163,mastercard
1874,1874,3584195,967632,mastercard
1875,1875,1512688,1762759,mastercard
1876,1876,3893313,7180514,mastercard
1877,1877,2128994,7163958,mastercard
1878,1878,5289232,9756259,mastercard
1879,1879,2952916,575560,mastercard
1880,1880,3745089,6253177,mastercard
1881,1881,3297090,989309,mastercard
1882,1882,5017654,1411876,mastercard
1883,1883,6727469,8852369,mastercard
1884,1884,6260713,5276176,mastercard
1885,1885,3946860,7860212,mastercard
1886,1886,8884134,2932427,mastercard
1887,1887,3381802,8368628,mastercard
1888,1888,8151611,7648114,mastercard
1889,1889,9021590,3898766,mastercard
1890,1890,5289687,445958,mastercard
1891,1891,635569,1066357,mastercard
1892,1892,7052727,2963994,mastercard
1893,1893,9371475,5390556,mastercard
1894,1894,8231980,9689147,mastercard
1895,1895,8948436,9321885,mastercard
1896,1896,7328630,6628920,mastercard
1897,1897,2826964,6478554,mastercard
1898,1898,4894526,7094882,mastercard
1899,1899,7407024,8328604,mastercard
1900,1900,1835678,4577263,mastercard
1901,1901,1367950,2047140,mastercard
1902,1902,8224760,6576651,mastercard
1903,1903,7729626,6989156,mastercard
1904,1904,3017611,644374,mastercard
1905,1905,7298532,4513763,mastercard
1906,1906,9545500,7578792,mastercard
1907,1907,3634763,5536575,mastercard
1908,1908,2840610,2617197,mastercard
1909,1909,2607992,7134652,mastercard
1910,1910,9690252,8881733,mastercard
1911,1911,2741916,4593575,mastercard
1912,1912,1751768,824296,mastercard
1913,1913,8236986,6978392,mastercard
1914,1914,3192202,1564147,mastercard
1915,1915,7332566,9289768,mastercard
1916,1916,4636620,9557703,mastercard
1917,1917,7589122,5438062,mastercard
1918,1918,4096538,9980881,mastercard
1919,1919,1872091,932921,mastercard
1920,1920,6703240,6471500,mastercard
1921,1921,5679415,408041,mastercard
1922,1922,8296941,2942963,mastercard
1923,1923,3122933,3104890,mastercard
1924,1924,1863621,272951,mastercard
1925,1925,6837424,3926353,mastercard
1926,1926,4607903,9265929,mastercard
1927,1927,988327,7348417,mastercard
1928,1928,8374060,2707708,mastercard
1929,1929,1400931,8613947,mastercard
1930,1930,8706527,4892596,mastercard
1931,1931,6895476,5154712,mastercard
1932,1932,703107,2332270,mastercard
1933,1933,6940365,4437682,mastercard
1934,1934,7313757,5879300,mastercard
1935,1935,7136811,7425328,mastercard
1936,1936,8038176,3959467,mastercard
1937,1937,8300351,8264347,mastercard
1938,1938,9546802,7282481,mastercard
1939,1939,9638678,2830202,mastercard
1940,1940,2513773,4735365,mastercard
1941,1941,4501349,2549794,mastercard
1942,1942,1092907,3096557,mastercard
1943,1943,1920159,8091470,mastercard
1944,1944,7689617,9730987,mastercard
1945,1945,5985957,1365716,mastercard
1946,1946,3970106,2688190,mastercard
1947,1947,3502502,3748566,mastercard
1948,1948,1795841,7847715,mastercard
1949,1949,991547,3118733,mastercard
1950,1950,9431813,8606480,mastercard
1951,1951,3742197,3047853,mastercard
1952,1952,2530779,9732186,mastercard
1953,1953,2041479,5496411,mastercard
1954,1954,2269260,8769941,mastercard
1955,1955,3609422,6691961,mastercard
1956,1956,3433666,7842722,mastercard
1957,1957,5656139,8659019,mastercard
1958,1958,4545627,8405411,mastercard
1959,1959,837264,1878540,mastercard
1960,1960,1532400,9709686,mastercard
1961,1961,6138802,6433148,mastercard
1962,1962,6770917,7150458,mastercard
1963,1963,6771078,9683883,mastercard
1964,1964,3054564,8484200,mastercard
1965,1965,6946021,480142,mastercard
1966,1966,9655623,7290064,mastercard
1967,1967,2566167,8252227,mastercard
1968,1968,4697293,2254061,mastercard
1969,1969,5852331,4895997,mastercard
1970,1970,3852719,4429530,mastercard
1971,1971,8734912,6958048,mastercard
1972,1972,3829763,2940059,mastercard
1973,1973,8379863,7354662,mastercard
1974,1974,3348114,3154753,mastercard
1975,1975,2342312,3784022,mastercard
1976,1976,4839005,7528598,mastercard
1977,1977,6367305,1976330,mastercard
1978,1978,4897905,1141202,mastercard
1979,1979,1163461,7703240,mastercard
1980,1980,7122815,4112753,mastercard
1981,1981,2787165,1652958,mastercard
1982,1982,7396680,7723137,mastercard
1983,1983,5039945,6472513,mastercard
1984,1984,2701048,7179006,mastercard
1985,1985,4289322,6054968,mastercard
1986,1986,9926402,2372036,mastercard
1987,1987,9873862,9619984,mastercard
1988,1988,6115330,727991,mastercard
1989,1989,2110988,5026796,mastercard
1990,1990,1341339,5667634,mastercard
1991,1991,6421298,1924242,mastercard
1992,1992,3095841,5114795,mastercard
1993,1993,4026143,1623394,mastercard
1994,1994,1699867,126989,mastercard
1995,1995,3601124,3746734,mastercard
1996,1996,133146,9591688,mastercard
1997,1997,9758887,681157,mastercard
1998,1998,7622875,9236627,mastercard
1999,1999,818005,6440906,mastercard
2000,2000,1179133,1810829,mastercard
2001,2001,9110533,210615,mastercard
2002,2002,7310506,8513474,mastercard
2003,2003,825349,9861490,mastercard
2004,2004,7582168,9731504,mastercard
2005,2005,1446991,3202073,mastercard
2006,2006,9559770,3510120,mastercard
2007,2007,7476670,5473094,mastercard
2008,2008,3277456,6375685,mastercard
2009,2009,3436036,4102747,mastercard
2010,2010,1239353,8116236,mastercard
2011,2011,5141102,7137299,mastercard
2012,2012,8151232,5439834,mastercard
2013,2013,5578219,3247225,mastercard
2014,2014,6509587,3721598,mastercard
2015,2015,8618104,3686694,mastercard
2016,2016,6980312,4564730,mastercard
2017,2017,3285328,4634408,mastercard
2018,2018,1725545,2667504,mastercard
2019,2019,8931038,3156983,mastercard
2020,2020,4759633,4790956,mastercard
2021,2021,4767387,5213984,mastercard
2022,2022,2595440,445843,mastercard
2023,2023,2328987,4823798,mastercard
2024,2024,2143068,1562351,mastercard
2025,2025,3657534,4024440,mastercard
2026,2026,3812926,5514596,mastercard
2027,2027,3250661,1347173,mastercard
2028,2028,3808828,5979638,mastercard
2029,2029,2149731,6185829,mastercard
2030,2030,123456,5129955,mastercard
2031,2031,1053510,5293073,mastercard
2032,2032,9521420,6571432,mastercard
2033,2033,4466434,8062857,mastercard
2034,2034,8817119,8126316,mastercard
2035,2035,6831685,9367913,mastercard
2036,2036,2090419,5764712,mastercard
2037,2037,2258437,4895787,mastercard
2038,2038,159405,6102075,mastercard
2039,2039,8478679,4605049,mastercard
2040,2040,2997432,4474326,mastercard
2041,2041,358344,2096186,mastercard
2042,2042,4142563,4804411,mastercard
2043,2043,5485978,3262310,mastercard
2044,2044,6158198,4344761,mastercard
2045,2045,9813338,5263362,mastercard
2046,2046,7363855,5857344,mastercard
2047,2047,2392856,1844500,mastercard
2048,2048,4342461,1500934,mastercard
2049,2049,6566482,9257859,mastercard
2050,2050,5587989,554064,mastercard
2051,2051,9526798,6787122,mastercard
2052,2052,2184946,910819,mastercard
2053,2053,7291369,1951488,mastercard
2054,2054,6759945,8651251,mastercard
2055,2055,7399374,9672966,mastercard
2056,2056,6031216,1014257,mastercard
2057,2057,773033,1656946,mastercard
2058,2058,2266035,8585479,mastercard
2059,2059,1150114,6868148,mastercard
2060,2060,628302,7695363,mastercard
2061,2061,6467016,4620608,mastercard
2062,2062,199988,2357543,mastercard
2063,2063,9255987,7922018,mastercard
2064,2064,4606881,5110561,mastercard
2065,2065,7329313,7236684,mastercard
2066,2066,5569504,5920424,mastercard
2067,2067,4931283,4359314,mastercard
2068,2068,2293249,8809494,mastercard
2069,2069,597772,8569094,mastercard
2070,2070,3145532,1871211,mastercard
2071,2071,2900217,6006630,mastercard
2072,2072,1004225,6046357,mastercard
2073,2073,3947643,2817801,mastercard
2074,2074,500948,1791806,mastercard
2075,2075,1847315,1995106,mastercard
2076,2076,8751999,4675873,mastercard
2077,2077,6847887,3130137,mastercard
2078,2078,8715019,3520084,mastercard
2079,2079,5371780,2157661,mastercard
2080,2080,8048745,8204476,mastercard
2081,2081,803784,5421106,mastercard
2082,2082,600692,3601827,mastercard
2083,2083,6271620,4498046,mastercard
2084,2084,7536548,1800694,mastercard
2085,2085,6438963,2223192,mastercard
2086,2086,9925649,1050887,mastercard
2087,2087,7622415,2166274,mastercard
2088,2088,6795292,9843807,mastercard
2089,2089,1236259,7545537,mastercard
2090,2090,6795778,6292332,mastercard
2091,2091,7431962,6353329,mastercard
2092,2092,288817,8460156,mastercard
2093,2093,4570182,7229974,mastercard
2094,2094,1221177,4866615,mastercard
2095,2095,135316,380666,mastercard
2096,2096,6349575,9063879,mastercard
2097,2097,3080115,4862010,mastercard
2098,2098,9181471,4679444,mastercard
2099,2099,7307346,2795618,mastercard
2100,2100,6957836,9115181,mastercard
2101,2101,4034592,2687372,mastercard
2102,2102,3053266,5141410,mastercard
2103,2103,3752887,5669892,mastercard
2104,2104,7695102,3850166,mastercard
2105,2105,6267382,5957032,mastercard
2106,2106,7706485,2267732,mastercard
2107,2107,917512,229279,mastercard
2108,2108,6036935,7268054,mastercard
2109,2109,1225220,4683527,mastercard
2110,2110,2329545,6407203,mastercard
2111,2111,9460886,737932,mastercard
2112,2112,5135798,495630,mastercard
2113,2113,5192954,450701,mastercard
2114,2114,1529811,9178702,mastercard
2115,2115,1282863,1869117,mastercard
2116,2116,8355101,4171341,mastercard
2117,2117,7993598,910633,mastercard
2118,2118,9865441,1087763,mastercard
2119,2119,3847965,3584758,mastercard
2120,2120,4393242,8783696,mastercard
2121,2121,2569635,2265862,mastercard
2122,2122,3760431,7515143,mastercard
2123,2123,2767291,1819683,mastercard
2124,2124,9381570,8840853,mastercard
2125,2125,6092864,543855,mastercard
2126,2126,1705594,5293080,mastercard
2127,2127,2196199,5365131,mastercard
2128,2128,7815587,3923486,mastercard
2129,2129,7300092,7332812,mastercard
2130,2130,1903008,8202460,mastercard
2131,2131,5798820,8440023,mastercard
2132,2132,899979,7172603,mastercard
2133,2133,6673394,2320660,mastercard
2134,2134,2281559,3617920,mastercard
2135,2135,6998136,5134729,mastercard
2136,2136,1293874,8763955,mastercard
2137,2137,2236118,5791171,mastercard
2138,2138,7360406,8395556,mastercard
2139,2139,7942145,6901013,mastercard
2140,2140,6962612,1928242,mastercard
2141,2141,6876715,7184747,mastercard
2142,2142,4109711,5265638,mastercard
2143,2143,7832677,4998598,mastercard
2144,2144,6758193,2306313,mastercard
2145,2145,6439102,5548204,mastercard
2146,2146,8145575,6177175,mastercard
2147,2147,8708371,8893136,mastercard
2148,2148,8054955,8337953,mastercard
2149,2149,655334,7597440,mastercard
2150,2150,2016391,8673889,mastercard
2151,2151,1555867,6805954,mastercard
2152,2152,7890772,9449025,mastercard
2153,2153,2133870,9190517,mastercard
2154,2154,2173925,1602633,mastercard
2155,2155,3086420,2744686,mastercard
2156,2156,5256265,9452615,mastercard
2157,2157,5679730,2041111,mastercard
2158,2158,9955655,4898746,mastercard
2159,2159,9652252,1448297,mastercard
2160,2160,8224556,345414,mastercard
2161,2161,9523802,8449959,mastercard
2162,2162,1167704,4782538,mastercard
2163,2163,4725156,689397,mastercard
2164,2164,7331786,8160555,mastercard
2165,2165,9318584,3019510,mastercard
2166,2166,4518797,262091,mastercard
2167,2167,3136404,3327059,mastercard
2168,2168,7104791,8986026,mastercard
2169,2169,4640480,6027716,mastercard
2170,2170,6495536,1293487,mastercard
2171,2171,5667329,1786335,mastercard
2172,2172,9577880,5376034,mastercard
2173,2173,1252685,3853854,mastercard
2174,2174,3722911,9200687,mastercard
2175,2175,6668847,4028640,mastercard
2176,2176,612218,9535352,mastercard
2177,2177,8714317,8146272,mastercard
2178,2178,2981519,2781418,mastercard
2179,2179,7787737,2663025,mastercard
2180,2180,1310038,4537030,mastercard
2181,2181,251789,1729653,mastercard
2182,2182,9050056,272182,mastercard
2183,2183,8719936,6430662,mastercard
2184,2184,346031,5375224,mastercard
2185,2185,3331346,8792075,mastercard
2186,2186,5584747,530743,mastercard
2187,2187,5229977,2818219,mastercard
2188,2188,813252,9107119,mastercard
2189,2189,3484969,7041179,mastercard
2190,2190,7129725,2678513,mastercard
2191,2191,7032008,6137612,mastercard
2192,2192,2178072,9487722,mastercard
2193,2193,501092,6395816,mastercard
2194,2194,9525465,348190,mastercard
2195,2195,9486711,9009443,mastercard
2196,2196,3332164,9030206,mastercard
2197,2197,8120023,474934,mastercard
2198,2198,2532398,5360307,mastercard
2199,2199,6700902,3884446,mastercard
2200,2200,7958402,8481779,mastercard
2201,2201,6085375,325779,mastercard
2202,2202,5471348,2450792,mastercard
2203,2203,9961848,7991395,mastercard
2204,2204,7135599,9300453,mastercard
2205,2205,7792302,4758905,mastercard
2206,2206,3555295,451051,mastercard
2207,2207,8767246,5475391,mastercard
2208,2208,2763779,1925043,mastercard
2209,2209,1271664,2178431,mastercard
2210,2210,7284008,237996,mastercard
2211,2211,1418746,2877501,mastercard
2212,2212,4769609,139851,mastercard
2213,2213,8052829,4597922,mastercard
2214,2214,7769923,7655303,mastercard
2215,2215,7151917,6488234,mastercard
2216,2216,6070780,656463,mastercard
2217,2217,4431033,2347807,mastercard
2218,2218,1688059,4285283,mastercard
2219,2219,3141623,8011194,mastercard
2220,2220,8866446,414199,mastercard
2221,2221,2588906,6594374,mastercard
2222,2222,4749172,9422630,mastercard
2223,2223,7222339,2900044,mastercard
2224,2224,6088817,9008223,mastercard
2225,2225,4631386,1295797,mastercard
2226,2226,4240254,5110626,mastercard
2227,2227,7307757,6947320,mastercard
2228,2228,9370918,6114528,mastercard
2229,2229,4317871,7249520,mastercard
2230,2230,238218,1199281,mastercard
2231,2231,1809374,9078480,mastercard
2232,2232,5955470,3092622,mastercard
2233,2233,603565,3530683,mastercard
2234,2234,2930214,9457745,mastercard
2235,2235,9901566,2424228,mastercard
2236,2236,5609325,7415565,mastercard
2237,2237,1537887,5946523,mastercard
2238,2238,4925090,1019908,mastercard
2239,2239,4866082,8536893,mastercard
2240,2240,2992172,1283872,mastercard
2241,2241,321574,6212457,mastercard
2242,2242,3891637,4194541,mastercard
2243,2243,4101840,2903554,mastercard
2244,2244,1991525,3864126,mastercard
2245,2245,5980531,8639447,mastercard
2246,2246,6332290,2149286,mastercard
2247,2247,3022570,5836716,mastercard
2248,2248,1948588,2124190,mastercard
2249,2249,6931187,5299956,mastercard
2250,2250,9080578,2084083,mastercard
2251,2251,627064,8902544,mastercard
2252,2252,4760723,3459248,mastercard
2253,2253,3541620,9783604,mastercard
2254,2254,8916354,9057234,mastercard
2255,2255,9601805,2602845,mastercard
2256,2256,4011186,7448581,mastercard
2257,2257,5256121,3004608,mastercard
2258,2258,7810301,3533708,mastercard
2259,2259,6556954,8558737,mastercard
2260,2260,9312945,6463243,mastercard
2261,2261,3439825,405811,mastercard
2262,2262,4386933,737047,mastercard
2263,2263,5658682,1455326,mastercard
2264,2264,9663549,3949297,mastercard
2265,2265,1815547,9618386,mastercard
2266,2266,7831004,8411756,mastercard
2267,2267,9842838,6696574,mastercard
2268,2268,9129593,1152135,mastercard
2269,2269,7463334,5370255,mastercard
2270,2270,1527751,9124075,mastercard
2271,2271,5302987,6799147,mastercard
