AccountId,CustomerId,Accountname,Balance
2224,2224,Auto Loan Account,7142.16
2225,2225,Checking Account,3776.68
2226,2226,Credit Card Account,7956.34
2227,2227,Checking Account,12682.56
2228,2228,Investment Account,6561.03
2229,2229,Personal Loan Account,8330.15
2230,2230,Money Market Account,5401.69
2231,2231,Credit Card Account,9992.79
2232,2232,Personal Loan Account,12058.41
2233,2233,Savings Account,9680.28
2234,2234,Personal Loan Account,12777.8
2235,2235,Personal Loan Account,7593.31
2236,2236,Investment Account,5470.38
2237,2237,Personal Loan Account,9096.95
2238,2238,Auto Loan Account,2125.1
2239,2239,Money Market Account,11023.93
2240,2240,Home Loan Account,13561.02
2241,2241,Personal Loan Account,12698.34
2242,2242,Checking Account,8284.36
2243,2243,Investment Account,12304.8
2244,2244,Money Market Account,6974.61
2245,2245,Credit Card Account,8755.21
2246,2246,Home Loan Account,12621.37
2247,2247,Home Loan Account,13220.92
2248,2248,Checking Account,6753.82
2249,2249,Personal Loan Account,5728.24
2250,2250,Savings Account,12906.03
2251,2251,Checking Account,13057.75
2252,2252,Personal Loan Account,9053.71
2253,2253,Credit Card Account,18769.35
2254,2254,Auto Loan Account,7374.77
2255,2255,Personal Loan Account,14838.13
2256,2256,Investment Account,16245.18
2257,2257,Personal Loan Account,8750.29
2258,2258,Savings Account,8666.57
2259,2259,Checking Account,6002.72
2260,2260,Personal Loan Account,3576.51
2261,2261,Personal Loan Account,8130.55
2262,2262,Savings Account,17021.97
2263,2263,Credit Card Account,7434.69
2264,2264,Credit Card Account,10489.71
2265,2265,Personal Loan Account,12283.54
2266,2266,Home Loan Account,2293.01
2267,2267,Home Loan Account,12274.11
2268,2268,Savings Account,14016.75
2269,2269,Savings Account,4991.54
2270,2270,Home Loan Account,2066.95
2271,2271,Savings Account,18094.35
2272,2272,Auto Loan Account,8363.63
2273,2273,Investment Account,9706.03
2274,2274,Personal Loan Account,3403.57
2275,2275,Checking Account,233.39
2276,2276,Credit Card Account,6457.61
2277,2277,Savings Account,6898.78
2278,2278,Personal Loan Account,9502.25
2279,2279,Auto Loan Account,7464.58
2280,2280,Checking Account,16551.71
2281,2281,Money Market Account,9366.8
2282,2282,Personal Loan Account,5301.78
2283,2283,Money Market Account,8322.7
2284,2284,Auto Loan Account,10769.22
2285,2285,Checking Account,10055.56
2286,2286,Auto Loan Account,11368.49
2287,2287,Checking Account,12499.89
2288,2288,Savings Account,13086.91
2289,2289,Checking Account,9635
2290,2290,Savings Account,10377.24
2291,2291,Money Market Account,11426.52
2292,2292,Credit Card Account,6864.37
2293,2293,Investment Account,11181.24
2294,2294,Investment Account,8879.28
2295,2295,Savings Account,2419.48
2296,2296,Checking Account,11264.82
2297,2297,Investment Account,4065.78
2298,2298,Savings Account,8806.15
2299,2299,Home Loan Account,15051.96
2300,2300,Investment Account,13853.77
2301,2301,Auto Loan Account,13483.08
2302,2302,Personal Loan Account,4179.82
2303,2303,Money Market Account,10519.23
2304,2304,Home Loan Account,10161.73
2305,2305,Credit Card Account,11952.06
2306,2306,Credit Card Account,10954.25
2307,2307,Personal Loan Account,2354.35
2308,2308,Investment Account,14238.49
2309,2309,Investment Account,10518.2
2310,2310,Home Loan Account,8282.36
2311,2311,Money Market Account,11541.85
2312,2312,Investment Account,10949.42
2313,2313,Savings Account,12394.89
2314,2314,Checking Account,9439.06
2315,2315,Personal Loan Account,13762.44
2316,2316,Investment Account,12770.2
2317,2317,Personal Loan Account,14737.55
2318,2318,Savings Account,6817.94
2319,2319,Personal Loan Account,8401.48
2320,2320,Credit Card Account,423.69
2321,2321,Credit Card Account,16480.35
2322,2322,Checking Account,8762.62
2323,2323,Personal Loan Account,4320.91
2324,2324,Checking Account,11324.15
2325,2325,Personal Loan Account,12241.9
2326,2326,Checking Account,4101.22
2327,2327,Credit Card Account,15301.02
2328,2328,Home Loan Account,14923.28
2329,2329,Auto Loan Account,1274.87
2330,2330,Money Market Account,7479.32
2331,2331,Money Market Account,1667.12
2332,2332,Investment Account,6730.57
2333,2333,Investment Account,7634
2334,2334,Credit Card Account,15189.32
2335,2335,Savings Account,8014.65
2336,2336,Credit Card Account,12159.33
2337,2337,Money Market Account,14046.9
2338,2338,Savings Account,10487.4
2339,2339,Auto Loan Account,17302.71
2340,2340,Credit Card Account,10451.34
2341,2341,Money Market Account,10669.05
2342,2342,Checking Account,15293.56
2343,2343,Personal Loan Account,15324.72
2344,2344,Investment Account,11306.78
2345,2345,Credit Card Account,9262.13
2346,2346,Money Market Account,14803.24
2347,2347,Savings Account,13247.48
2348,2348,Money Market Account,17294.1
2349,2349,Auto Loan Account,18286.47
2350,2350,Home Loan Account,13088.96
2351,2351,Savings Account,7411.02
2352,2352,Auto Loan Account,10762.73
2353,2353,Auto Loan Account,6653.65
2354,2354,Money Market Account,2710.78
2355,2355,Home Loan Account,3944.53
2356,2356,Auto Loan Account,5007.78
2357,2357,Auto Loan Account,18139.71
2358,2358,Auto Loan Account,1330.74
2359,2359,Personal Loan Account,4469.95
2360,2360,Auto Loan Account,7821.96
2361,2361,Auto Loan Account,10966.47
2362,2362,Savings Account,13066.73
2363,2363,Home Loan Account,15352.33
2364,2364,Checking Account,1959.63
2365,2365,Checking Account,7468.27
2366,2366,Home Loan Account,7904.33
2367,2367,Home Loan Account,5472.95
2368,2368,Home Loan Account,18788.97
2369,2369,Checking Account,18011.72
2370,2370,Money Market Account,13111.23
2371,2371,Credit Card Account,12065.14
2372,2372,Personal Loan Account,15818.31
2373,2373,Home Loan Account,9978.92
2374,2374,Savings Account,13260.5
2375,2375,Money Market Account,6148.22
2376,2376,Auto Loan Account,5405.8
2377,2377,Savings Account,8211.64
2378,2378,Credit Card Account,8935.9
2379,2379,Savings Account,9098.23
2380,2380,Savings Account,5954.09
2381,2381,Credit Card Account,8738.88
2382,2382,Personal Loan Account,12248.78
2383,2383,Credit Card Account,920.44
2384,2384,Money Market Account,9415.81
2385,2385,Personal Loan Account,13579
2386,2386,Money Market Account,5602.19
2387,2387,Savings Account,12314.61
2388,2388,Personal Loan Account,6765.53
2389,2389,Home Loan Account,8503.79
2390,2390,Personal Loan Account,7173.82
2391,2391,Investment Account,8389.74
2392,2392,Money Market Account,13768.73
2393,2393,Auto Loan Account,12752.76
2394,2394,Credit Card Account,5180.83
2395,2395,Home Loan Account,11466.56
2396,2396,Credit Card Account,7037.75
2397,2397,Investment Account,8242.06
2398,2398,Personal Loan Account,14875.64
2399,2399,Investment Account,14371.05
2400,2400,Credit Card Account,13916.22
2401,2401,Home Loan Account,13500.65
2402,2402,Credit Card Account,14231.08
2403,2403,Investment Account,9196.92
2404,2404,Checking Account,13051.95
2405,2405,Savings Account,11594.62
2406,2406,Investment Account,5341.67
2407,2407,Credit Card Account,3266.82
2408,2408,Credit Card Account,12478.93
2409,2409,Credit Card Account,5839.57
2410,2410,Credit Card Account,11330.1
2411,2411,Savings Account,13032.6
2412,2412,Home Loan Account,10447.64
2413,2413,Credit Card Account,8279.89
2414,2414,Savings Account,3806.13
2415,2415,Auto Loan Account,5958.79
2416,2416,Investment Account,13715.79
2417,2417,Personal Loan Account,5097.36
2418,2418,Checking Account,10232.34
2419,2419,Credit Card Account,8853.55
2420,2420,Checking Account,11922.28
2421,2421,Home Loan Account,12267.87
2422,2422,Personal Loan Account,2746.73
2423,2423,Personal Loan Account,14016.33
2424,2424,Auto Loan Account,4660.97
2425,2425,Auto Loan Account,4158.38
2426,2426,Auto Loan Account,13817.87
2427,2427,Investment Account,15887.12
2428,2428,Personal Loan Account,13804.09
2429,2429,Checking Account,7951.49
2430,2430,Home Loan Account,664.76
2431,2431,Savings Account,1515.29
2432,2432,Home Loan Account,15278.57
2433,2433,Auto Loan Account,5583.61
2434,2434,Personal Loan Account,6823.29
2435,2435,Investment Account,4714.68
2436,2436,Personal Loan Account,8075.49
2437,2437,Auto Loan Account,3086.27
2438,2438,Money Market Account,10431.21
2439,2439,Personal Loan Account,4986.44
2440,2440,Investment Account,13263.03
2441,2441,Home Loan Account,8113.81
2442,2442,Auto Loan Account,8592.54
2443,2443,Credit Card Account,9459.52
2444,2444,Home Loan Account,15705.21
2445,2445,Credit Card Account,6787.33
2446,2446,Personal Loan Account,7396.14
2447,2447,Money Market Account,5636.18
2448,2448,Savings Account,13282.4
2449,2449,Checking Account,2371.82
2450,2450,Credit Card Account,11327.32
2451,2451,Credit Card Account,11277.4
2452,2452,Auto Loan Account,16167.32
2453,2453,Savings Account,9383.67
2454,2454,Home Loan Account,10379.39
2455,2455,Credit Card Account,6501.83
2456,2456,Auto Loan Account,6345.45
2457,2457,Auto Loan Account,13026.8
2458,2458,Credit Card Account,7249.57
2459,2459,Personal Loan Account,10658.61
2460,2460,Checking Account,14830.2
2461,2461,Home Loan Account,4345.37
2462,2462,Money Market Account,8198.92
2463,2463,Investment Account,3992.8
2464,2464,Personal Loan Account,13398.9
2465,2465,Checking Account,17934.36
2466,2466,Personal Loan Account,13864.07
2467,2467,Personal Loan Account,11595
2468,2468,Home Loan Account,11728.97
2469,2469,Money Market Account,17038.08
2470,2470,Home Loan Account,4042.76
2471,2471,Investment Account,1027.18
2472,2472,Credit Card Account,5007.15
2473,2473,Credit Card Account,10615.37
2474,2474,Money Market Account,11208.62
2475,2475,Home Loan Account,15413.81
2476,2476,Checking Account,3941.98
2477,2477,Savings Account,5693.28
2478,2478,Credit Card Account,7564.11
2479,2479,Home Loan Account,9694.66
2480,2480,Savings Account,11552.38
2481,2481,Auto Loan Account,10989.59
2482,2482,Home Loan Account,4132.62
2483,2483,Credit Card Account,15170.72
2484,2484,Home Loan Account,2707.73
2485,2485,Checking Account,6935.17
2486,2486,Credit Card Account,7522.81
2487,2487,Money Market Account,11441.86
2488,2488,Money Market Account,14177.26
2489,2489,Home Loan Account,10719.25
2490,2490,Savings Account,8572.71
2491,2491,Credit Card Account,3942.67
2492,2492,Savings Account,6065.1
2493,2493,Auto Loan Account,5501.74
2494,2494,Money Market Account,13587.89
2495,2495,Savings Account,10051.1
2496,2496,Savings Account,2655.6
2497,2497,Personal Loan Account,11262.86
2498,2498,Money Market Account,13332.56
2499,2499,Savings Account,1945.96
2500,2500,Credit Card Account,2918.28
2501,2501,Credit Card Account,17435.51
2502,2502,Personal Loan Account,16417.94
2503,2503,Personal Loan Account,5639.83
2504,2504,Investment Account,11726.68
2505,2505,Investment Account,6330.9
2506,2506,Checking Account,4731.25
2507,2507,Savings Account,11999.56
2508,2508,Investment Account,7870.5
2509,2509,Investment Account,10297.06
2510,2510,Personal Loan Account,12518.28
2511,2511,Personal Loan Account,12708.2
2512,2512,Auto Loan Account,17209.83
2513,2513,Personal Loan Account,11585.78
2514,2514,Credit Card Account,15874.35
2515,2515,Checking Account,13888.96
2516,2516,Auto Loan Account,13483.16
2517,2517,Checking Account,14722.98
2518,2518,Savings Account,7390.21
2519,2519,Investment Account,9881.92
2520,2520,Home Loan Account,8952.92
2521,2521,Money Market Account,15854.9
2522,2522,Money Market Account,5958.31
2523,2523,Investment Account,6731.28
2524,2524,Checking Account,9165.59
2525,2525,Auto Loan Account,11139.93
2526,2526,Home Loan Account,4850.52
2527,2527,Auto Loan Account,13645.76
2528,2528,Savings Account,10208.1
2529,2529,Investment Account,7564.43
2530,2530,Investment Account,8311.02
2531,2531,Investment Account,8756.55
2532,2532,Money Market Account,12062.91
2533,2533,Savings Account,10968.92
2534,2534,Investment Account,4264.88
2535,2535,Personal Loan Account,10753.7
2536,2536,Auto Loan Account,12634.22
2537,2537,Credit Card Account,17574.51
2538,2538,Auto Loan Account,7504.02
2539,2539,Money Market Account,9520.19
2540,2540,Checking Account,18156.44
2541,2541,Money Market Account,17507.56
2542,2542,Auto Loan Account,3562.97
2543,2543,Home Loan Account,8529.35
2544,2544,Checking Account,9517.88
2545,2545,Auto Loan Account,10302.44
2546,2546,Investment Account,10002.36
2547,2547,Home Loan Account,12196.24
2548,2548,Personal Loan Account,14435.71
2549,2549,Checking Account,7649.98
2550,2550,Auto Loan Account,7535.07
2551,2551,Auto Loan Account,6370.49
2552,2552,Personal Loan Account,11793.25
2553,2553,Checking Account,7574.02
2554,2554,Money Market Account,8279.79
2555,2555,Auto Loan Account,1103.03
2556,2556,Checking Account,7771.74
2557,2557,Personal Loan Account,15431.78
2558,2558,Home Loan Account,5031.22
2559,2559,Checking Account,7669.6
2560,2560,Home Loan Account,13774.64
2561,2561,Savings Account,7766.1
2562,2562,Savings Account,19734.32
2563,2563,Savings Account,13960.15
2564,2564,Savings Account,6064.99
2565,2565,Personal Loan Account,6838.12
2566,2566,Savings Account,4187.25
2567,2567,Money Market Account,2518.25
2568,2568,Auto Loan Account,13460.94
2569,2569,Auto Loan Account,8535.42
2570,2570,Money Market Account,7645.74
2571,2571,Savings Account,5227.34
2572,2572,Auto Loan Account,16254.63
2573,2573,Investment Account,7350.19
2574,2574,Investment Account,14334.7
2575,2575,Checking Account,8697.29
2576,2576,Personal Loan Account,12650.81
2577,2577,Checking Account,591.56
2578,2578,Investment Account,13452.33
2579,2579,Home Loan Account,11915.99
2580,2580,Money Market Account,5177.93
2581,2581,Auto Loan Account,9641.14
2582,2582,Personal Loan Account,16058.67
2583,2583,Checking Account,5185.94
2584,2584,Savings Account,9242.54
2585,2585,Home Loan Account,12087.57
2586,2586,Money Market Account,10178.1
2587,2587,Credit Card Account,8936.37
2588,2588,Home Loan Account,11383.88
2589,2589,Home Loan Account,16475.14
2590,2590,Savings Account,5234.86
2591,2591,Credit Card Account,3430.32
2592,2592,Personal Loan Account,7939.57
2593,2593,Investment Account,5619.91
2594,2594,Home Loan Account,13733.47
2595,2595,Money Market Account,9211.8
2596,2596,Money Market Account,18343.41
2597,2597,Personal Loan Account,12526.87
2598,2598,Money Market Account,7835.56
2599,2599,Personal Loan Account,8527.58
2600,2600,Investment Account,3948.22
2601,2601,Savings Account,4002.86
2602,2602,Personal Loan Account,7321.52
2603,2603,Personal Loan Account,17732.68
2604,2604,Auto Loan Account,7170.59
2605,2605,Auto Loan Account,12517.77
2606,2606,Personal Loan Account,10243.16
2607,2607,Investment Account,4542.75
2608,2608,Auto Loan Account,1788.63
2609,2609,Auto Loan Account,6386.66
2610,2610,Auto Loan Account,10071.91
2611,2611,Auto Loan Account,10465.78
2612,2612,Personal Loan Account,7955.47
2613,2613,Investment Account,7194.33
2614,2614,Savings Account,16661.9
2615,2615,Savings Account,3775.64
2616,2616,Personal Loan Account,4935.57
2617,2617,Investment Account,9265.77
2618,2618,Savings Account,8573.13
2619,2619,Home Loan Account,7625.06
2620,2620,Savings Account,15339.56
2621,2621,Auto Loan Account,8911.37
2622,2622,Checking Account,18586.64
2623,2623,Money Market Account,7250.25
2624,2624,Savings Account,7054.14
2625,2625,Credit Card Account,12416.12
2626,2626,Checking Account,7201.28
2627,2627,Personal Loan Account,10263.52
2628,2628,Auto Loan Account,9064.14
2629,2629,Checking Account,11921.32
2630,2630,Money Market Account,13769.77
2631,2631,Money Market Account,19247.38
2632,2632,Auto Loan Account,5521.51
2633,2633,Savings Account,9618.58
2634,2634,Investment Account,9095.53
2635,2635,Money Market Account,8118.17
2636,2636,Credit Card Account,13143.08
2637,2637,Investment Account,11697.01
2638,2638,Savings Account,8170.28
2639,2639,Checking Account,9773.11
2640,2640,Personal Loan Account,6710.77
2641,2641,Auto Loan Account,2887.32
2642,2642,Credit Card Account,10214.11
2643,2643,Money Market Account,7779.79
2644,2644,Auto Loan Account,18839.38
2645,2645,Credit Card Account,9292.28
2646,2646,Auto Loan Account,16569.87
2647,2647,Investment Account,13017.46
2648,2648,Credit Card Account,11372.81
2649,2649,Auto Loan Account,8241.06
2650,2650,Personal Loan Account,14042.14
2651,2651,Investment Account,9898.82
2652,2652,Checking Account,8196.44
2653,2653,Checking Account,10850.59
2654,2654,Savings Account,6162.71
2655,2655,Auto Loan Account,16381.4
2656,2656,Money Market Account,15529.17
2657,2657,Checking Account,9025.13
2658,2658,Money Market Account,663.51
2659,2659,Credit Card Account,9917.66
2660,2660,Checking Account,4407.35
2661,2661,Money Market Account,11310.43
2662,2662,Savings Account,10209.97
2663,2663,Auto Loan Account,14089.83
2664,2664,Home Loan Account,12218.16
2665,2665,Home Loan Account,10213.01
2666,2666,Auto Loan Account,15619.18
2667,2667,Home Loan Account,13037.71
2668,2668,Auto Loan Account,11329.71
2669,2669,Credit Card Account,1770.93
2670,2670,Personal Loan Account,11700.8
2671,2671,Savings Account,10805.72
2672,2672,Money Market Account,17335.05
2673,2673,Savings Account,11066.96
2674,2674,Auto Loan Account,7683.81
2675,2675,Personal Loan Account,7975.26
2676,2676,Credit Card Account,16221.41
2677,2677,Investment Account,14732.64
2678,2678,Money Market Account,2853.11
2679,2679,Auto Loan Account,18132.82
2680,2680,Checking Account,8037.02
2681,2681,Money Market Account,4270.77
2682,2682,Credit Card Account,9874.37
2683,2683,Investment Account,5047.49
2684,2684,Auto Loan Account,12917.43
2685,2685,Investment Account,14676.81
2686,2686,Home Loan Account,5891.59
2687,2687,Auto Loan Account,7958.99
2688,2688,Personal Loan Account,11609.37
2689,2689,Checking Account,16278.19
2690,2690,Home Loan Account,4325.82
2691,2691,Auto Loan Account,16956.3
2692,2692,Money Market Account,13618.86
2693,2693,Checking Account,5897.93
2694,2694,Home Loan Account,7200.4
2695,2695,Savings Account,10091.7
2696,2696,Auto Loan Account,9304.74
2697,2697,Investment Account,4198.26
2698,2698,Personal Loan Account,12746.57
2699,2699,Home Loan Account,4318.25
2700,2700,Investment Account,9917.89
2701,2701,Auto Loan Account,3810.66
2702,2702,Checking Account,10962.03
2703,2703,Checking Account,4305.92
2704,2704,Investment Account,8222.83
2705,2705,Money Market Account,6966.58
2706,2706,Personal Loan Account,5195.22
2707,2707,Money Market Account,8570.23
2708,2708,Investment Account,14462.91
2709,2709,Home Loan Account,5609.54
2710,2710,Checking Account,6057.56
2711,2711,Savings Account,8899.96
2712,2712,Money Market Account,12169.23
2713,2713,Home Loan Account,7587.23
2714,2714,Checking Account,11140.64
2715,2715,Home Loan Account,3137.8
2716,2716,Investment Account,6970.52
2717,2717,Money Market Account,5276.45
2718,2718,Checking Account,17263.72
2719,2719,Investment Account,4856.71
2720,2720,Savings Account,4797.45
2721,2721,Personal Loan Account,6889.92
2722,2722,Home Loan Account,10589.47
2723,2723,Money Market Account,5544.84
2724,2724,Savings Account,11640.36
2725,2725,Auto Loan Account,12735.73
2726,2726,Personal Loan Account,17403.86
2727,2727,Money Market Account,3186.05
2728,2728,Savings Account,9074.86
2729,2729,Checking Account,6843.8
2730,2730,Auto Loan Account,13308.43
2731,2731,Savings Account,12587.28
2732,2732,Money Market Account,7360.5
2733,2733,Personal Loan Account,11109.64
2734,2734,Personal Loan Account,13813.78
2735,2735,Money Market Account,11262.86
2736,2736,Personal Loan Account,13442.44
2737,2737,Credit Card Account,2770.41
2738,2738,Money Market Account,5543.27
2739,2739,Money Market Account,8573.34
2740,2740,Personal Loan Account,4802.89
2741,2741,Personal Loan Account,8727.32
2742,2742,Personal Loan Account,47.22
2743,2743,Personal Loan Account,15408.97
2744,2744,Checking Account,13361.8
2745,2745,Auto Loan Account,14934.18
2746,2746,Credit Card Account,9405.99
2747,2747,Credit Card Account,9683.89
2748,2748,Savings Account,3744.9
2749,2749,Money Market Account,12967.6
2750,2750,Personal Loan Account,4584.08
2751,2751,Credit Card Account,15490.04
2752,2752,Personal Loan Account,2232.87
2753,2753,Personal Loan Account,7349.71
2754,2754,Money Market Account,14256.66
2755,2755,Personal Loan Account,7139.23
2756,2756,Savings Account,16517.59
2757,2757,Money Market Account,13739.61
2758,2758,Auto Loan Account,6955.89
2759,2759,Checking Account,4351.23
2760,2760,Home Loan Account,8787.26
2761,2761,Money Market Account,10666.35
2762,2762,Auto Loan Account,6225.94
2763,2763,Home Loan Account,12743.68
2764,2764,Money Market Account,15838.36
2765,2765,Checking Account,7843.94
2766,2766,Home Loan Account,6985.77
2767,2767,Money Market Account,11319.36
2768,2768,Credit Card Account,7336.81
2769,2769,Credit Card Account,6850.22
2770,2770,Savings Account,4245.63
2771,2771,Savings Account,8526.18
2772,2772,Credit Card Account,4014.64
2773,2773,Personal Loan Account,8155.92
2774,2774,Savings Account,15143.69
2775,2775,Savings Account,7300.19
2776,2776,Investment Account,17475.67
2777,2777,Credit Card Account,12647.5
2778,2778,Credit Card Account,13768.65
2779,2779,Personal Loan Account,13054.66
2780,2780,Savings Account,7889.17
2781,2781,Credit Card Account,8470.21
2782,2782,Auto Loan Account,15207.6
2783,2783,Home Loan Account,14359.77
2784,2784,Savings Account,7098.81
2785,2785,Savings Account,14570.26
2786,2786,Credit Card Account,2698.78
2787,2787,Investment Account,5713.29
2788,2788,Credit Card Account,12149.81
2789,2789,Savings Account,12985.17
2790,2790,Credit Card Account,4627.6
2791,2791,Credit Card Account,16284.63
2792,2792,Auto Loan Account,6335.01
2793,2793,Investment Account,13579.07
2794,2794,Credit Card Account,17471.35
2795,2795,Personal Loan Account,16771.88
2796,2796,Personal Loan Account,12882.78
2797,2797,Personal Loan Account,17563.14
2798,2798,Money Market Account,11419.51
2799,2799,Credit Card Account,10412.47
2800,2800,Home Loan Account,6609.16
2801,2801,Checking Account,4987.14
2802,2802,Savings Account,5850.51
2803,2803,Personal Loan Account,1365.72
2804,2804,Auto Loan Account,1263.76
2805,2805,Personal Loan Account,11206.79
2806,2806,Investment Account,11214.48
2807,2807,Home Loan Account,6059.35
2808,2808,Auto Loan Account,3753.71
2809,2809,Investment Account,7878.12
2810,2810,Investment Account,11578.66
2811,2811,Auto Loan Account,7962.99
2812,2812,Credit Card Account,15534.1
2813,2813,Investment Account,3984.38
2814,2814,Investment Account,7652.31
2815,2815,Home Loan Account,8820.1
2816,2816,Money Market Account,3379.58
2817,2817,Savings Account,9883.3
2818,2818,Investment Account,14229.18
2819,2819,Savings Account,7714.16
2820,2820,Investment Account,14129.55
2821,2821,Auto Loan Account,4122.3
2822,2822,Credit Card Account,5330.51
2823,2823,Money Market Account,14011.96
2824,2824,Checking Account,4180.74
2825,2825,Savings Account,10937.87
2826,2826,Savings Account,13931.45
2827,2827,Home Loan Account,15874.98
2828,2828,Money Market Account,6332.96
2829,2829,Home Loan Account,13503.85
2830,2830,Checking Account,10502.75
2831,2831,Home Loan Account,16926.72
2832,2832,Savings Account,12096.27
2833,2833,Checking Account,13525.37
2834,2834,Personal Loan Account,8742.89
2835,2835,Checking Account,8188.99
2836,2836,Auto Loan Account,5354.71
2837,2837,Money Market Account,3993.77
2838,2838,Savings Account,10221.61
2839,2839,Credit Card Account,4129.7
2840,2840,Credit Card Account,9919.32
2841,2841,Checking Account,3841.56
2842,2842,Auto Loan Account,10298.34
2843,2843,Home Loan Account,13502.07
2844,2844,Personal Loan Account,6325.39
2845,2845,Auto Loan Account,16480.92
2846,2846,Checking Account,10423.54
2847,2847,Personal Loan Account,7186.91
2848,2848,Credit Card Account,5991.18
2849,2849,Personal Loan Account,16363.51
2850,2850,Investment Account,15326.23
2851,2851,Checking Account,5187.12
2852,2852,Auto Loan Account,9158.35
2853,2853,Personal Loan Account,4747.56
2854,2854,Credit Card Account,13884.12
2855,2855,Credit Card Account,17622.71
2856,2856,Auto Loan Account,11054.19
2857,2857,Personal Loan Account,5908.57
2858,2858,Home Loan Account,7494.2
2859,2859,Credit Card Account,2609.25
2860,2860,Personal Loan Account,8206.64
2861,2861,Auto Loan Account,17326.46
2862,2862,Investment Account,11552.8
2863,2863,Auto Loan Account,9920.1
2864,2864,Home Loan Account,5615.3
2865,2865,Credit Card Account,9225
2866,2866,Investment Account,12253.1
2867,2867,Auto Loan Account,7127.39
2868,2868,Auto Loan Account,11141.14
2869,2869,Credit Card Account,14173.16
2870,2870,Personal Loan Account,10509.29
2871,2871,Auto Loan Account,5400.7
2872,2872,Investment Account,10771.7
2873,2873,Investment Account,10688.87
2874,2874,Personal Loan Account,5552.64
2875,2875,Investment Account,7525.83
2876,2876,Home Loan Account,12282.57
2877,2877,Credit Card Account,6573.76
2878,2878,Home Loan Account,6712.21
2879,2879,Auto Loan Account,5702.01
2880,2880,Credit Card Account,13800.85
2881,2881,Investment Account,3103.13
2882,2882,Home Loan Account,10849.73
2883,2883,Money Market Account,8143.35
2884,2884,Personal Loan Account,17028.12
2885,2885,Money Market Account,9891.26
2886,2886,Savings Account,13878.54
2887,2887,Investment Account,17731.98
2888,2888,Checking Account,8471.15
2889,2889,Checking Account,5404.77
2890,2890,Credit Card Account,5204.27
2891,2891,Auto Loan Account,8240.7
2892,2892,Auto Loan Account,16384.8
2893,2893,Personal Loan Account,17931.47
2894,2894,Auto Loan Account,9773.24
2895,2895,Home Loan Account,14293.19
2896,2896,Auto Loan Account,10201.37
2897,2897,Credit Card Account,10420.51
2898,2898,Auto Loan Account,10842.47
2899,2899,Investment Account,9991.24
2900,2900,Money Market Account,13554.88
2901,2901,Auto Loan Account,15940.49
2902,2902,Auto Loan Account,11128.87
2903,2903,Credit Card Account,7930.97
2904,2904,Checking Account,13699.66
2905,2905,Savings Account,14082.37
2906,2906,Credit Card Account,3263.45
2907,2907,Home Loan Account,14878.56
2908,2908,Home Loan Account,12036.05
2909,2909,Investment Account,8438.75
2910,2910,Home Loan Account,4443.11
2911,2911,Checking Account,10094.13
2912,2912,Savings Account,9202.05
2913,2913,Money Market Account,1026.05
2914,2914,Personal Loan Account,11887.93
2915,2915,Home Loan Account,7076.91
2916,2916,Auto Loan Account,14059.44
2917,2917,Checking Account,4646.82
2918,2918,Credit Card Account,12208.58
2919,2919,Home Loan Account,12842.86
2920,2920,Home Loan Account,14199.84
2921,2921,Auto Loan Account,9662.59
2922,2922,Home Loan Account,13490.61
2923,2923,Checking Account,11239.33
2924,2924,Money Market Account,8489.63
2925,2925,Savings Account,14510.37
2926,2926,Investment Account,9192.1
2927,2927,Savings Account,18610.63
2928,2928,Credit Card Account,2213.48
2929,2929,Money Market Account,2816.82
2930,2930,Auto Loan Account,5563.01
2931,2931,Credit Card Account,12108.14
2932,2932,Home Loan Account,15348.42
2933,2933,Checking Account,11806.38
2934,2934,Money Market Account,4184.23
2935,2935,Home Loan Account,2741.21
2936,2936,Personal Loan Account,12445.35
2937,2937,Money Market Account,12560.08
2938,2938,Investment Account,13119.84
2939,2939,Credit Card Account,17355.96
2940,2940,Savings Account,5463.96
2941,2941,Money Market Account,7186.48
2942,2942,Auto Loan Account,9642.27
2943,2943,Money Market Account,2390.16
2944,2944,Personal Loan Account,15600.49
2945,2945,Credit Card Account,1154.61
2946,2946,Savings Account,5156.14
2947,2947,Home Loan Account,7614.82
2948,2948,Credit Card Account,11766.29
2949,2949,Savings Account,12533.41
2950,2950,Investment Account,9275.08
2951,2951,Personal Loan Account,8774.16
2952,2952,Money Market Account,15368.28
2953,2953,Checking Account,3108.29
2954,2954,Money Market Account,17631.58
2955,2955,Home Loan Account,14123.99
2956,2956,Savings Account,12583.8
2957,2957,Credit Card Account,7005.87
2958,2958,Savings Account,7413.66
2959,2959,Home Loan Account,14897.19
2960,2960,Money Market Account,5003.9
2961,2961,Checking Account,13004.29
2962,2962,Auto Loan Account,10053.07
2963,2963,Personal Loan Account,8720.17
2964,2964,Personal Loan Account,12282.72
2965,2965,Money Market Account,10995.29
2966,2966,Investment Account,7011.18
2967,2967,Money Market Account,16075.13
2968,2968,Auto Loan Account,9377.4
2969,2969,Investment Account,4713.08
2970,2970,Credit Card Account,11996.75
2971,2971,Personal Loan Account,14391.6
2972,2972,Money Market Account,6188.39
2973,2973,Credit Card Account,11978.64
2974,2974,Investment Account,2702.48
2975,2975,Investment Account,4792.18
2976,2976,Checking Account,10505.73
2977,2977,Credit Card Account,6751.5
2978,2978,Savings Account,2481.3
2979,2979,Savings Account,7771.79
2980,2980,Home Loan Account,17400.21
